V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
77.0968,0.58042,2.40382,0.58042,All
77.1757,0.581419,2.40573,0.581419,All
77.2302,0.582418,2.40607,0.582418,All
77.2598,0.583417,2.40704,0.583417,All
77.2646,0.584416,2.42068,0.584416,All
77.266,0.585415,2.42244,0.585415,All
77.2854,0.586414,2.42405,0.586414,All
77.3949,0.587413,2.43694,0.587413,All
77.4101,0.588412,2.46041,0.588412,All
77.5356,0.589411,2.46198,0.589411,All
77.6183,0.59041,2.49639,0.59041,All
77.91,0.591409,2.50292,0.591409,All
77.956,0.592408,2.50546,0.592408,All
78.0107,0.593407,2.50575,0.593407,All
78.0526,0.594406,2.51834,0.594406,All
78.0792,0.595405,2.526,0.595405,All
78.1542,0.596404,2.5296,0.596404,All
78.1659,0.597403,2.53041,0.597403,All
78.2474,0.598402,2.53902,0.598402,All
78.4198,0.599401,2.53926,0.599401,All
78.6015,0.6004,2.56204,0.6004,All
78.6583,0.601399,2.56783,0.601399,All
78.6721,0.602398,2.57777,0.602398,All
78.7795,0.603397,2.5812,0.603397,All
78.7971,0.604396,2.58236,0.604396,All
78.9275,0.605395,2.5832,0.605395,All
78.937,0.606394,2.58471,0.606394,All
78.981,0.607393,2.58947,0.607393,All
78.9843,0.608392,2.59953,0.608392,All
79.1592,0.609391,2.61159,0.609391,All
79.1689,0.61039,2.61562,0.61039,All
79.173,0.611389,2.62605,0.611389,All
79.2407,0.612388,2.62929,0.612388,All
79.2407,0.613387,2.63021,0.613387,All
79.2463,0.614386,2.64618,0.614386,All
79.3509,0.615385,2.64871,0.615385,All
79.3604,0.616384,2.65042,0.616384,All
79.396,0.617383,2.65615,0.617383,All
79.4004,0.618382,2.6837,0.618382,All
79.4258,0.619381,2.68842,0.619381,All
79.5091,0.62038,2.68928,0.62038,All
79.5808,0.621379,2.69152,0.621379,All
79.6584,0.622378,2.69454,0.622378,All
79.7242,0.623377,2.69529,0.623377,All
79.8002,0.624376,2.69607,0.624376,All
79.874,0.625375,2.70145,0.625375,All
