pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
1.0122,0.840837,0.601058,0.841471,1.06833,0.840837,All
1.01332,0.841471,0.603399,0.842105,1.06964,0.841471,All
1.0164,0.842105,0.605525,0.842739,1.07645,0.842105,All
1.0228,0.842739,0.605664,0.843373,1.08035,0.842739,All
1.0239,0.843373,0.605965,0.844008,1.08541,0.843373,All
1.02994,0.844008,0.609029,0.844642,1.08563,0.844008,All
1.03024,0.844642,0.610234,0.845276,1.08663,0.844642,All
1.03939,0.845276,0.610558,0.84591,1.09166,0.845276,All
1.04247,0.84591,0.611575,0.846544,1.09726,0.84591,All
1.04368,0.846544,0.613267,0.847178,1.09923,0.846544,All
1.04483,0.847178,0.614325,0.847812,1.10198,0.847178,All
1.06111,0.847812,0.614842,0.848446,1.10568,0.847812,All
1.06649,0.848446,0.615775,0.849081,1.11426,0.848446,All
1.07343,0.849081,0.615838,0.849715,1.12183,0.849081,All
1.07359,0.849715,0.617772,0.850349,1.12947,0.849715,All
1.07662,0.850349,0.618088,0.850983,1.14109,0.850349,All
1.08875,0.850983,0.618308,0.851617,1.1442,0.850983,All
1.09412,0.851617,0.618605,0.852251,1.14691,0.851617,All
1.09481,0.852251,0.62116,0.852885,1.14863,0.852251,All
1.09711,0.852885,0.621214,0.853519,1.15254,0.852885,All
1.10252,0.853519,0.621237,0.854153,1.1554,0.853519,All
1.11833,0.854153,0.621661,0.854788,1.17353,0.854153,All
1.1512,0.854788,0.622475,0.855422,1.1757,0.854788,All
1.15585,0.855422,0.622651,0.856056,1.17725,0.855422,All
1.16968,0.856056,0.624149,0.85669,1.1773,0.856056,All
1.17669,0.85669,0.624175,0.857324,1.18817,0.85669,All
1.17685,0.857324,0.625753,0.857958,1.19145,0.857324,All
1.17713,0.857958,0.626392,0.858592,1.19999,0.857958,All
1.17751,0.858592,0.626585,0.859226,1.20196,0.858592,All
1.18068,0.859226,0.629893,0.85986,1.20693,0.859226,All
1.18177,0.85986,0.631734,0.860495,1.20981,0.85986,All
1.18213,0.860495,0.63692,0.861129,1.21134,0.860495,All
1.18264,0.861129,0.639793,0.861763,1.21206,0.861129,All
1.19008,0.861763,0.642058,0.862397,1.21355,0.861763,All
1.19152,0.862397,0.64223,0.863031,1.21491,0.862397,All
1.21853,0.863031,0.642907,0.863665,1.21723,0.863031,All
1.22371,0.863665,0.645725,0.864299,1.22069,0.863665,All
1.22634,0.864299,0.647107,0.864933,1.22701,0.864299,All
1.22964,0.864933,0.648679,0.865568,1.23638,0.864933,All
1.25326,0.865568,0.649269,0.866202,1.23671,0.865568,All
1.25795,0.866202,0.649553,0.866836,1.23754,0.866202,All
1.26722,0.866836,0.651008,0.86747,1.23929,0.866836,All
1.27093,0.86747,0.651843,0.868104,1.24002,0.86747,All
1.27836,0.868104,0.652937,0.868738,1.24595,0.868104,All
1.27914,0.868738,0.653226,0.869372,1.24977,0.868738,All
1.28232,0.869372,0.655842,0.870006,1.26363,0.869372,All
1.29038,0.870006,0.656875,0.87064,1.26816,0.870006,All
1.29473,0.87064,0.66048,0.871275,1.27258,0.87064,All
1.29844,0.871275,0.660904,0.871909,1.2775,0.871275,All
