V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
73.3772,0.556444,2.2106,0.556444,All
73.3834,0.557443,2.21238,0.557443,All
73.4348,0.558442,2.21567,0.558442,All
73.4687,0.559441,2.21747,0.559441,All
73.5373,0.56044,2.22489,0.56044,All
73.5704,0.561439,2.22863,0.561439,All
73.6375,0.562438,2.2327,0.562438,All
73.7155,0.563437,2.23362,0.563437,All
73.7633,0.564436,2.23852,0.564436,All
73.941,0.565435,2.2397,0.565435,All
74.0164,0.566434,2.24133,0.566434,All
74.1301,0.567433,2.24994,0.567433,All
74.1509,0.568432,2.25306,0.568432,All
74.2186,0.569431,2.2601,0.569431,All
74.2977,0.57043,2.26376,0.57043,All
74.3483,0.571429,2.26582,0.571429,All
74.3538,0.572428,2.26692,0.572428,All
74.3792,0.573427,2.26769,0.573427,All
74.449,0.574426,2.27022,0.574426,All
74.4871,0.575425,2.27165,0.575425,All
74.5138,0.576424,2.27744,0.576424,All
74.5212,0.577423,2.2833,0.577423,All
74.5745,0.578422,2.28445,0.578422,All
74.6164,0.579421,2.28646,0.579421,All
74.633,0.58042,2.28875,0.58042,All
74.6832,0.581419,2.2976,0.581419,All
74.6842,0.582418,2.30238,0.582418,All
74.8636,0.583417,2.30586,0.583417,All
74.9196,0.584416,2.30813,0.584416,All
74.9243,0.585415,2.31067,0.585415,All
74.9253,0.586414,2.31104,0.586414,All
74.9952,0.587413,2.31343,0.587413,All
75.0256,0.588412,2.31693,0.588412,All
75.0649,0.589411,2.33746,0.589411,All
75.1197,0.59041,2.34815,0.59041,All
75.1402,0.591409,2.34839,0.591409,All
75.1692,0.592408,2.35787,0.592408,All
75.173,0.593407,2.36682,0.593407,All
75.3478,0.594406,2.37982,0.594406,All
75.3556,0.595405,2.3806,0.595405,All
75.4043,0.596404,2.38157,0.596404,All
75.4059,0.597403,2.38782,0.597403,All
75.4471,0.598402,2.38864,0.598402,All
75.4899,0.599401,2.39162,0.599401,All
75.5077,0.6004,2.39561,0.6004,All
75.6614,0.601399,2.39594,0.601399,All
75.8679,0.602398,2.40185,0.602398,All
76.0788,0.603397,2.40471,0.603397,All
76.1667,0.604396,2.40919,0.604396,All
76.1731,0.605395,2.41118,0.605395,All
76.1767,0.606394,2.42779,0.606394,All
