pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.3509,0.644261,0.127646,0.644895,0.473413,0.644261,All
0.351153,0.644895,0.128491,0.645529,0.473476,0.644895,All
0.351657,0.645529,0.12963,0.646164,0.476882,0.645529,All
0.353354,0.646164,0.13012,0.646798,0.477916,0.646164,All
0.353795,0.646798,0.130871,0.647432,0.477962,0.646798,All
0.353795,0.647432,0.132044,0.648066,0.481476,0.647432,All
0.354495,0.648066,0.132089,0.6487,0.482867,0.648066,All
0.358045,0.6487,0.132233,0.649334,0.483167,0.6487,All
0.359584,0.649334,0.132952,0.649968,0.48407,0.649334,All
0.360312,0.649968,0.134135,0.650602,0.48874,0.649968,All
0.362689,0.650602,0.134229,0.651237,0.489866,0.650602,All
0.366356,0.651237,0.135066,0.651871,0.491977,0.651237,All
0.368024,0.651871,0.136904,0.652505,0.496717,0.651871,All
0.368696,0.652505,0.13763,0.653139,0.499537,0.652505,All
0.371076,0.653139,0.138052,0.653773,0.501388,0.653139,All
0.371417,0.653773,0.13867,0.654407,0.502213,0.653773,All
0.37965,0.654407,0.139475,0.655041,0.50475,0.654407,All
0.380323,0.655041,0.141793,0.655675,0.509013,0.655041,All
0.380798,0.655675,0.142563,0.656309,0.510355,0.655675,All
0.38115,0.656309,0.142655,0.656944,0.510911,0.656309,All
0.381438,0.656944,0.144798,0.657578,0.511197,0.656944,All
0.38549,0.657578,0.144906,0.658212,0.511887,0.657578,All
0.385863,0.658212,0.145679,0.658846,0.512095,0.658212,All
0.386646,0.658846,0.146013,0.65948,0.515327,0.658846,All
0.387051,0.65948,0.148411,0.660114,0.516079,0.65948,All
0.38728,0.660114,0.149692,0.660748,0.516347,0.660114,All
0.388089,0.660748,0.149961,0.661382,0.516898,0.660748,All
0.38987,0.661382,0.149968,0.662016,0.522499,0.661382,All
0.395507,0.662016,0.151675,0.662651,0.524036,0.662016,All
0.398517,0.662651,0.151869,0.663285,0.524489,0.662651,All
0.406912,0.663285,0.152279,0.663919,0.524934,0.663285,All
0.407235,0.663919,0.152478,0.664553,0.527863,0.663919,All
0.407593,0.664553,0.153486,0.665187,0.528462,0.664553,All
0.41266,0.665187,0.155211,0.665821,0.529539,0.665187,All
0.413628,0.665821,0.155302,0.666455,0.53017,0.665821,All
0.415541,0.666455,0.156232,0.667089,0.530845,0.666455,All
0.416472,0.667089,0.157081,0.667724,0.533838,0.667089,All
0.417092,0.667724,0.157308,0.668358,0.535031,0.667724,All
0.417444,0.668358,0.158682,0.668992,0.536111,0.668358,All
0.417476,0.668992,0.159026,0.669626,0.53687,0.668992,All
0.418637,0.669626,0.159569,0.67026,0.53748,0.669626,All
0.422202,0.67026,0.159919,0.670894,0.542423,0.67026,All
