standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
0.0103195,0.724276,-0.0833047,0.724276,All
0.0105557,0.725275,-0.0832053,0.725275,All
0.0106055,0.726274,-0.081587,0.726274,All
0.010619,0.727273,-0.081451,0.727273,All
0.0108129,0.728272,-0.0802622,0.728272,All
0.0113032,0.729271,-0.0758906,0.729271,All
0.0116477,0.73027,-0.0719908,0.73027,All
0.0118305,0.731269,-0.0718815,0.731269,All
0.0121332,0.732268,-0.0711161,0.732268,All
0.0122836,0.733267,-0.0707498,0.733267,All
0.0123075,0.734266,-0.0659945,0.734266,All
0.0128465,0.735265,-0.06335,0.735265,All
0.0129663,0.736264,-0.0631812,0.736264,All
0.0133274,0.737263,-0.0593533,0.737263,All
0.0133305,0.738262,-0.0569818,0.738262,All
0.013623,0.739261,-0.0569698,0.739261,All
0.0138636,0.74026,-0.0552283,0.74026,All
0.0138814,0.741259,-0.0534348,0.741259,All
0.0142028,0.742258,-0.050063,0.742258,All
0.0145286,0.743257,-0.0478038,0.743257,All
0.0156331,0.744256,-0.0452432,0.744256,All
0.0165773,0.745255,-0.0441308,0.745255,All
0.0168186,0.746254,-0.0435228,0.746254,All
0.0169515,0.747253,-0.0422136,0.747253,All
0.0170871,0.748252,-0.0417678,0.748252,All
0.0172458,0.749251,-0.0412876,0.749251,All
